mid	pageviews	entity_name	wiki_url	valid
/m/082gq	13165	War_film	https://en.wikipedia.org/wiki/War_film	1
/m/01t21q	15138	Chelsea_London	https://en.wikipedia.org/wiki/Chelsea_London	1
/m/0lk0l	29033	University_of_Paris	https://en.wikipedia.org/wiki/University_of_Paris	1
/m/098r1q	2509	FC_Mariupol	https://en.wikipedia.org/wiki/FC_Mariupol	1
/m/025hl8	18905	Ovarian_cancer	https://en.wikipedia.org/wiki/Ovarian_cancer	1
/m/03xn3s2	27374	Marcia_Wallace	https://en.wikipedia.org/wiki/Marcia_Wallace	1
/m/0pc_l	41739	Dallas_(1978_TV_series)	https://en.wikipedia.org/wiki/Dallas_(1978_TV_series)	1
/m/01wdtv	3100	MGM_Records	https://en.wikipedia.org/wiki/MGM_Records	1
/m/02ddqh	0			0
/m/016jll	17417	Johnny_Mercer	https://en.wikipedia.org/wiki/Johnny_Mercer	1
/m/02fsn	33746	Double_bass	https://en.wikipedia.org/wiki/Double_bass	1
/m/034h1h	18794	Association_of_American_Universities	https://en.wikipedia.org/wiki/Association_of_American_Universities	1
/m/01w4dy	5046	Goblet_drum	https://en.wikipedia.org/wiki/Goblet_drum	1
/m/02gjrc	9800	Jesus_of_Nazareth_(miniseries)	https://en.wikipedia.org/wiki/Jesus_of_Nazareth_(miniseries)	1
/m/027hm_	39018	Charlie_Daniels	https://en.wikipedia.org/wiki/Charlie_Daniels	1
/m/03_44z	16701	New_Zealand_national_football_team	https://en.wikipedia.org/wiki/New_Zealand_national_football_team	1
/m/04hqz	180119	Lebanon	https://en.wikipedia.org/wiki/Lebanon	1
/m/02h8p8	4174	Chunichi_Dragons	https://en.wikipedia.org/wiki/Chunichi_Dragons	1
/m/0cfz_z	21019	Rajendra_Nath	https://en.wikipedia.org/wiki/Rajendra_Nath	1
/m/06p03s	24146	Imogen_Heap	https://en.wikipedia.org/wiki/Imogen_Heap	1
/m/025tkqy	56260	Calcium	https://en.wikipedia.org/wiki/Calcium	1
/m/0lhp1	19231	Real_Zaragoza	https://en.wikipedia.org/wiki/Real_Zaragoza	1
/m/0d2rhq	2930	Concert_film	https://en.wikipedia.org/wiki/Concert_film	1
/m/02jxkw	34006	Alan_Silvestri	https://en.wikipedia.org/wiki/Alan_Silvestri	1
/m/02q3wl	29556	Pharmaceutical_industry	https://en.wikipedia.org/wiki/Pharmaceutical_industry	1
/m/099tbz	992	Critics'_Choice_Movie_Award_for_Best_Acting_Ensemble	https://en.wikipedia.org/wiki/Critics'_Choice_Movie_Award_for_Best_Acting_Ensemble	1
/m/0mzkr	49905	Island_Records	https://en.wikipedia.org/wiki/Island_Records	1
/m/0kz2w	28989	Brandeis_University	https://en.wikipedia.org/wiki/Brandeis_University	1
/m/0f0y8	73833	John_Coltrane	https://en.wikipedia.org/wiki/John_Coltrane	1
/m/0gv10	30196	Nantucket	https://en.wikipedia.org/wiki/Nantucket	1
/m/0fcsd	28131	Asia_(band)	https://en.wikipedia.org/wiki/Asia_(band)	1
/m/0r0ls	6877	Lynwood_California	https://en.wikipedia.org/wiki/Lynwood_California	1
/m/0k54q	19873	The_Transformers:_The_Movie	https://en.wikipedia.org/wiki/The_Transformers:_The_Movie	1
/m/036px	124741	Garth_Brooks	https://en.wikipedia.org/wiki/Garth_Brooks	1
/m/01xllf	130317	Danny_Trejo	https://en.wikipedia.org/wiki/Danny_Trejo	1
/m/01qrcx	6261	Ipswich_Queensland	https://en.wikipedia.org/wiki/Ipswich_Queensland	1
/m/02h661t	0			0
/m/01fmz6	24363	KC_and_the_Sunshine_Band	https://en.wikipedia.org/wiki/KC_and_the_Sunshine_Band	1
/m/01k165	41484	Stephen_Harper	https://en.wikipedia.org/wiki/Stephen_Harper	1
/m/0n5hw	3477	Cape_May_County_New_Jersey	https://en.wikipedia.org/wiki/Cape_May_County_New_Jersey	1
/m/02n9bh	12185	Strictly_Ballroom	https://en.wikipedia.org/wiki/Strictly_Ballroom	1
/m/0w7c	0			0
/m/0m_z3	9067	County_Galway	https://en.wikipedia.org/wiki/County_Galway	1
/m/01q0l	124521	Constantinople	https://en.wikipedia.org/wiki/Constantinople	1
/m/0s2z0	6972	Quincy_Illinois	https://en.wikipedia.org/wiki/Quincy_Illinois	1
/m/01ksr1	158545	Ryan_Phillippe	https://en.wikipedia.org/wiki/Ryan_Phillippe	1
/m/03h0k1	21283	Reggina_1914	https://en.wikipedia.org/wiki/Reggina_1914	1
/m/06q5t7	132757	Jason_Segel	https://en.wikipedia.org/wiki/Jason_Segel	1
/m/0gyfp9c	9014	The_Sessions_(film)	https://en.wikipedia.org/wiki/The_Sessions_(film)	1
/m/096hm	47333	Blake_Edwards	https://en.wikipedia.org/wiki/Blake_Edwards	1
/m/02wyc0	112827	Abhishek_Bachchan	https://en.wikipedia.org/wiki/Abhishek_Bachchan	1
/m/06kqt3	0			0
/m/0d117	15789	Reims	https://en.wikipedia.org/wiki/Reims	1
/m/02ldkf	8106	North_Carolina_A&T_State_University	https://en.wikipedia.org/wiki/North_Carolina_A&T_State_University	1
/m/0l9k1	8219	Ernst_Lubitsch	https://en.wikipedia.org/wiki/Ernst_Lubitsch	1
/m/03ytj1	23664	Georgia_national_football_team	https://en.wikipedia.org/wiki/Georgia_national_football_team	1
/m/02rc4d	61392	Goku	https://en.wikipedia.org/wiki/Goku	1
/m/019ltg	17359	Botafogo_de_Futebol_e_Regatas	https://en.wikipedia.org/wiki/Botafogo_de_Futebol_e_Regatas	1
/m/0fm3b5	719	Goya_Award_for_Best_Film	https://en.wikipedia.org/wiki/Goya_Award_for_Best_Film	1
/m/026v5	16577	Digital_Equipment_Corporation	https://en.wikipedia.org/wiki/Digital_Equipment_Corporation	1
/m/022h5x	24987	Bachelor_of_Business_Administration	https://en.wikipedia.org/wiki/Bachelor_of_Business_Administration	1
/m/0cn68	0			0
/m/0dq3c	19754	Vice_president	https://en.wikipedia.org/wiki/Vice_president	1
/m/0525b	63149	Miranda_Richardson	https://en.wikipedia.org/wiki/Miranda_Richardson	1
/m/09hz7t	2161	2009_World_Championships_in_Athletics	https://en.wikipedia.org/wiki/2009_World_Championships_in_Athletics	1
/m/03p2m1	6669	Stellenbosch_University	https://en.wikipedia.org/wiki/Stellenbosch_University	1
/m/0125xq	93754	The_Fifth_Element	https://en.wikipedia.org/wiki/The_Fifth_Element	1
/m/06zd1c	1421	Heinz_Roemheld	https://en.wikipedia.org/wiki/Heinz_Roemheld	1
/m/05y8n7	6710	Dance-punk	https://en.wikipedia.org/wiki/Dance-punk	1
/m/01zfzb	17132	City_Slickers	https://en.wikipedia.org/wiki/City_Slickers	1
/m/0k4gf	33658	Felix_Mendelssohn	https://en.wikipedia.org/wiki/Felix_Mendelssohn	1
/m/018mxj	29624	EasyJet	https://en.wikipedia.org/wiki/EasyJet	1
/m/0kvnn	72443	Elliott_Smith	https://en.wikipedia.org/wiki/Elliott_Smith	1
/m/03x746	52545	Lille_OSC	https://en.wikipedia.org/wiki/Lille_OSC	1
/m/025v1sx	0			0
/m/02rf51g	3306	Herbert_Stothart	https://en.wikipedia.org/wiki/Herbert_Stothart	1
/m/0s9z_	8950	Highland_Park_Illinois	https://en.wikipedia.org/wiki/Highland_Park_Illinois	1
/m/0mwyq	3065	Blair_County_Pennsylvania	https://en.wikipedia.org/wiki/Blair_County_Pennsylvania	1
/m/03sxd2	12761	Summer_of_Sam	https://en.wikipedia.org/wiki/Summer_of_Sam	1
/m/018x3	77106	Brian_Eno	https://en.wikipedia.org/wiki/Brian_Eno	1
/m/03_xj	98468	Jersey	https://en.wikipedia.org/wiki/Jersey	1
/m/02h758	23023	Seven_Network	https://en.wikipedia.org/wiki/Seven_Network	1
/m/0nh0f	2460	Stearns_County_Minnesota	https://en.wikipedia.org/wiki/Stearns_County_Minnesota	1
/m/026mfbr	69849	Step_Brothers_(film)	https://en.wikipedia.org/wiki/Step_Brothers_(film)	1
/m/0bmhn	30800	On_the_Waterfront	https://en.wikipedia.org/wiki/On_the_Waterfront	1
/m/0dgr5xp	0			0
/m/0qb7t	50111	Organization	https://en.wikipedia.org/wiki/Organization	1
/m/03q45x	133844	Amy_Poehler	https://en.wikipedia.org/wiki/Amy_Poehler	1
/m/01tv5c	0			0
/m/02j71	339572	Earth	https://en.wikipedia.org/wiki/Earth	1
/m/02gnmp	9417	California_State_University_Los_Angeles	https://en.wikipedia.org/wiki/California_State_University_Los_Angeles	1
/m/0xms9	8654	West_Orange_New_Jersey	https://en.wikipedia.org/wiki/West_Orange_New_Jersey	1
/m/024_ql	60246	FC_Schalke_04	https://en.wikipedia.org/wiki/FC_Schalke_04	1
/m/043d4	48741	Joseph_Haydn	https://en.wikipedia.org/wiki/Joseph_Haydn	1
/m/0f7fy	445874	Lyndon_B._Johnson	https://en.wikipedia.org/wiki/Lyndon_B._Johnson	1
/m/02662b	855	Nebula_Award_for_Best_Novelette	https://en.wikipedia.org/wiki/Nebula_Award_for_Best_Novelette	1
/m/05cc1	83752	Niger	https://en.wikipedia.org/wiki/Niger	1
/m/03z9585	21273	The_Tourist_(2010_film)	https://en.wikipedia.org/wiki/The_Tourist_(2010_film)	1
/m/0134w7	429987	Emma_Watson	https://en.wikipedia.org/wiki/Emma_Watson	1
/m/027qb1	9482	Commissioner	https://en.wikipedia.org/wiki/Commissioner	1
/m/030wkp	132615	Kenan_Thompson	https://en.wikipedia.org/wiki/Kenan_Thompson	1
/m/024030	38911	Padma_Vibhushan	https://en.wikipedia.org/wiki/Padma_Vibhushan	1
/m/07mb57	1271	Chris_Menges	https://en.wikipedia.org/wiki/Chris_Menges	1
/m/0r679	42536	Cupertino_California	https://en.wikipedia.org/wiki/Cupertino_California	1
/m/0r066	12443	Downey_California	https://en.wikipedia.org/wiki/Downey_California	1
/m/01pd60	54809	Fortune_500	https://en.wikipedia.org/wiki/Fortune_500	1
/m/0j5q3	171497	Alicia_Silverstone	https://en.wikipedia.org/wiki/Alicia_Silverstone	1
/m/09tlh	45485	Nottingham	https://en.wikipedia.org/wiki/Nottingham	1
/m/01nrz4	81036	James_Hetfield	https://en.wikipedia.org/wiki/James_Hetfield	1
/m/0g7nc	99238	Pornographic_film_actor	https://en.wikipedia.org/wiki/Pornographic_film_actor	1
/m/09nz_c	25556	Frankie_Faison	https://en.wikipedia.org/wiki/Frankie_Faison	1
/m/012x03	65362	The_Temptations	https://en.wikipedia.org/wiki/The_Temptations	1
/m/0171b8	13521	Kaunas	https://en.wikipedia.org/wiki/Kaunas	1
/m/061v5m	0			0
/m/03s9kp	158639	The_Green_Mile_(film)	https://en.wikipedia.org/wiki/The_Green_Mile_(film)	1
/m/02lymt	152921	Wesley_Snipes	https://en.wikipedia.org/wiki/Wesley_Snipes	1
/m/07nf_4	1212	Christian_hardcore	https://en.wikipedia.org/wiki/Christian_hardcore	1
/m/0mnyn	10910	Falls_Church_Virginia	https://en.wikipedia.org/wiki/Falls_Church_Virginia	1
/m/0257h9	16424	Magnet_school	https://en.wikipedia.org/wiki/Magnet_school	1
/m/03wh8pq	0			0
/m/0f8pz	93468	Andrew_Lloyd_Webber	https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber	1
/m/0c499	30596	Bloemfontein	https://en.wikipedia.org/wiki/Bloemfontein	1
/m/02q_4ph	9382	South_Pacific_(1958_film)	https://en.wikipedia.org/wiki/South_Pacific_(1958_film)	1
/m/03fwl	66920	Goat	https://en.wikipedia.org/wiki/Goat	1
/m/04n0p	0			0
/m/06z9yh	9965	Larry_Cohen	https://en.wikipedia.org/wiki/Larry_Cohen	1
/m/02h6_6p	87959	Munich	https://en.wikipedia.org/wiki/Munich	1
/m/01hxs4	270100	Matthew_Perry	https://en.wikipedia.org/wiki/Matthew_Perry	1
/m/04q24zv	16277	Agora_(film)	https://en.wikipedia.org/wiki/Agora_(film)	1
/m/02l6dy	33635	Gretchen_Mol	https://en.wikipedia.org/wiki/Gretchen_Mol	1
/m/02v_4xv	35680	Hulk_(footballer)	https://en.wikipedia.org/wiki/Hulk_(footballer)	1
/m/0p7h7	147745	Jerry_Lee_Lewis	https://en.wikipedia.org/wiki/Jerry_Lee_Lewis	1
/m/07wf9	130743	Democratic-Republican_Party	https://en.wikipedia.org/wiki/Democratic-Republican_Party	1
/m/06x68	58349	St._Louis_Cardinals	https://en.wikipedia.org/wiki/St._Louis_Cardinals	1
/m/0l4vc	21071	Lancaster_Pennsylvania	https://en.wikipedia.org/wiki/Lancaster_Pennsylvania	1
/m/02xzd9	1409	Kate_Greenaway_Medal	https://en.wikipedia.org/wiki/Kate_Greenaway_Medal	1
/m/05h83	25739	Nonfiction	https://en.wikipedia.org/wiki/Nonfiction	1
/m/02zkdz	6344	Eastern_Illinois_University	https://en.wikipedia.org/wiki/Eastern_Illinois_University	1
/m/0478__m	509350	Lady_Gaga	https://en.wikipedia.org/wiki/Lady_Gaga	1
/m/09gkdln	247	14th_Satellite_Awards	https://en.wikipedia.org/wiki/14th_Satellite_Awards	1
/m/0ftlkg	3421	34th_Academy_Awards	https://en.wikipedia.org/wiki/34th_Academy_Awards	1
/m/01h2_6	35674	Walter_Benjamin	https://en.wikipedia.org/wiki/Walter_Benjamin	1
/m/05b1062	0			0
/m/04682_	14978	St_Helens_Merseyside	https://en.wikipedia.org/wiki/St_Helens_Merseyside	1
/m/0bx0l	96259	Lawrence_of_Arabia_(film)	https://en.wikipedia.org/wiki/Lawrence_of_Arabia_(film)	1
/m/07l2m	99084	Tennessee_Titans	https://en.wikipedia.org/wiki/Tennessee_Titans	1
/m/016hjr	32459	Continental_Army	https://en.wikipedia.org/wiki/Continental_Army	1
/m/0dtw1x	12804	The_Aristocrats_(film)	https://en.wikipedia.org/wiki/The_Aristocrats_(film)	1
/m/0yc7f	12674	Mount_Vernon_New_York	https://en.wikipedia.org/wiki/Mount_Vernon_New_York	1
/m/0789r6	10812	Golden_Lion	https://en.wikipedia.org/wiki/Golden_Lion	1
/m/02b15x	12997	Kidderminster_Harriers_F.C.	https://en.wikipedia.org/wiki/Kidderminster_Harriers_F.C.	1
/m/0fmyd	24133	Abidjan	https://en.wikipedia.org/wiki/Abidjan	1
/m/04v7kt	253622	Idris_Elba	https://en.wikipedia.org/wiki/Idris_Elba	1
/m/01s7pm	8015	University_of_Texas_at_El_Paso	https://en.wikipedia.org/wiki/University_of_Texas_at_El_Paso	1
/m/01pv91	40444	Chicken_Run	https://en.wikipedia.org/wiki/Chicken_Run	1
/m/01j2xj	99352	Sam_Mendes	https://en.wikipedia.org/wiki/Sam_Mendes	1
/m/051vz	37511	Milwaukee_Brewers	https://en.wikipedia.org/wiki/Milwaukee_Brewers	1
/m/0xn6	61715	Arabic_alphabet	https://en.wikipedia.org/wiki/Arabic_alphabet	1
/m/0kvsb	34246	Mira_Nair	https://en.wikipedia.org/wiki/Mira_Nair	1
/m/0mbx4	11720	Child_actor	https://en.wikipedia.org/wiki/Child_actor	1
/m/01f3p_	83271	Charmed	https://en.wikipedia.org/wiki/Charmed	1
/m/010rvx	8089	Bremerton_Washington	https://en.wikipedia.org/wiki/Bremerton_Washington	1
/m/0br1w	14861	J._Michael_Straczynski	https://en.wikipedia.org/wiki/J._Michael_Straczynski	1
/m/01540	88808	Biology	https://en.wikipedia.org/wiki/Biology	1
/m/01mbwlb	76455	Donny_Osmond	https://en.wikipedia.org/wiki/Donny_Osmond	1
/m/03xb2w	159779	Kevin_James	https://en.wikipedia.org/wiki/Kevin_James	1
/m/03xh50	48013	Japan_national_football_team	https://en.wikipedia.org/wiki/Japan_national_football_team	1
/m/02qrv7	31880	The_Living_Daylights	https://en.wikipedia.org/wiki/The_Living_Daylights	1
/m/04d18d	10176	Scarlet_(color)	https://en.wikipedia.org/wiki/Scarlet_(color)	1
/m/01jgpsh	45270	Tracey_Ullman	https://en.wikipedia.org/wiki/Tracey_Ullman	1
/m/01tvz5j	97285	Maria_Bello	https://en.wikipedia.org/wiki/Maria_Bello	1
/m/01ymvk	21736	Virginia_Military_Institute	https://en.wikipedia.org/wiki/Virginia_Military_Institute	1
/m/013gxt	9454	Independence_Missouri	https://en.wikipedia.org/wiki/Independence_Missouri	1
/m/01bdhf	7831	University_of_the_Philippines_Diliman	https://en.wikipedia.org/wiki/University_of_the_Philippines_Diliman	1
/m/06x77g	4910	The_Turning_Point_(1977_film)	https://en.wikipedia.org/wiki/The_Turning_Point_(1977_film)	1
/m/01vsyg9	156649	Jimmy_Page	https://en.wikipedia.org/wiki/Jimmy_Page	1
/m/086qd	307335	Whitney_Houston	https://en.wikipedia.org/wiki/Whitney_Houston	1
/m/01vrz41	439400	Elton_John	https://en.wikipedia.org/wiki/Elton_John	1
/m/04mp9q	13582	Toulouse_FC	https://en.wikipedia.org/wiki/Toulouse_FC	1
/m/0dj75	56668	Onion	https://en.wikipedia.org/wiki/Onion	1
/m/04cxw5b	41051	Oklahoma_City_Thunder	https://en.wikipedia.org/wiki/Oklahoma_City_Thunder	1
/m/03d1713	14493	The_Wire_(season_2)	https://en.wikipedia.org/wiki/The_Wire_(season_2)	1
/m/0d8m3	4184	Pulitzer_Prize_for_History	https://en.wikipedia.org/wiki/Pulitzer_Prize_for_History	1
/m/0j7v_	147047	Commonwealth_of_Nations	https://en.wikipedia.org/wiki/Commonwealth_of_Nations	1
/m/012vf6	26113	Myrna_Loy	https://en.wikipedia.org/wiki/Myrna_Loy	1
/m/030_3z	5924	Frank_Marshall_(filmmaker)	https://en.wikipedia.org/wiki/Frank_Marshall_(filmmaker)	1
/m/06c44	76629	Richard_Wagner	https://en.wikipedia.org/wiki/Richard_Wagner	1
